,size,depth,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_IPS CNOTs,MPATH_IPS Depth,MPATH_IPS Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std."
591,300,71,726,442,0.3400691550000374,753,369,1.234105272999841,0.7032258064516129,0.737687699883788,3.074074074074074,5.464877254057993
592,300,71,690,417,0.3034274980000191,678,306,1.468977575000281,0.7338129496402878,0.6740358375753502,2.98989898989899,4.8523553574578075
593,300,98,828,499,0.4574800199998208,843,407,0.9832343230000333,0.5242290748898678,0.5959360906814397,2.9565217391304346,6.969986968171743
594,300,89,828,594,0.389738675999979,864,419,2.9501224160003403,0.6629834254143646,0.7146532171058618,3.4358974358974357,6.840533561666374
595,300,55,708,438,0.3431066869998176,702,302,2.6496352909998677,1.0,0.8618916073713346,2.6,3.006659275674582
596,300,76,813,486,0.4012208189997182,852,380,1.0263498069998604,0.6890243902439024,0.7033900658745258,2.9107142857142856,4.738809320442236
597,300,59,567,332,0.35828394899999694,540,290,1.5440726629999517,0.7086614173228346,0.6999464121273569,2.6941176470588237,4.363009024843411
598,300,64,618,407,0.30723712400003933,657,353,0.8805228390001503,0.7238805970149254,0.6735048786488652,2.8210526315789473,4.333417145293614
599,300,63,615,415,0.28716657700033466,609,300,2.2686993910001547,0.7045454545454546,0.7149765451083667,2.911111111111111,4.889090904917111
600,300,89,756,495,0.44350915599989094,744,331,0.9578009550000388,0.5767195767195767,0.617802755023079,2.75,5.120989849339387
601,300,79,828,449,0.4305084579996219,906,438,2.0013243349999357,0.7151515151515152,0.7924343819966619,2.4956521739130433,3.605247173685161
602,300,73,729,448,0.34774863000029654,807,406,1.6832203150001988,0.738255033557047,0.7543695812791149,2.871559633027523,4.995596074178953
603,300,73,633,394,0.31377465300010954,618,326,1.369037778999882,0.689873417721519,0.7282882543644934,2.5185185185185186,4.3279485378125
604,300,62,600,343,0.2930204079998475,750,399,1.3729464610000832,0.8110236220472441,0.7605663395932757,2.4901960784313726,3.6748885485013267
